Id,Category
2998,2
2999,7
3000,9
3001,3
3002,7
3003,5
3004,10
3005,9
3006,12
3007,12
3008,7
3009,1
3010,5
3011,3
3012,12
3013,7
3014,11
3015,8
3016,6
3017,2
3018,12
3019,8
3020,2
3021,5
3022,11
3023,7
3024,7
3025,6
3026,3
3027,3
3028,4
3029,7
3030,7
3031,5
3032,11
3033,4
3034,8
3035,4
3036,4
3037,5
3038,10
3039,7
3040,8
3041,3
3042,2
3043,8
3044,12
3045,2
3046,3
3047,1
3048,11
3049,6
3050,6
3051,11
3052,6
3053,7
3054,9
3055,1
3056,7
3057,6
3058,11
3059,8
3060,2
3061,8
3062,2
3063,5
3064,7
3065,11
3066,8
3067,10
3068,2
3069,7
3070,11
3071,2
3072,8
3073,1
3074,5
3075,9
3076,2
3077,10
3078,8
3079,11
3080,8
3081,5
3082,8
3083,6
3084,2
3085,8
3086,12
3087,6
3088,8
3089,8
3090,3
3091,9
3092,2
3093,10
3094,3
3095,3
3096,9
3097,4
3098,2
3099,8
3100,4
3101,4
3102,11
3103,5
3104,2
3105,3
3106,5
3107,11
3108,8
3109,4
3110,5
3111,11
3112,11
3113,6
3114,4
3115,7
3116,3
3117,11
3118,3
3119,3
3120,1
3121,4
3122,7
3123,10
3124,10
3125,1
3126,5
3127,6
3128,6
3129,1
3130,8
3131,7
3132,4
3133,6
3134,2
3135,4
3136,10
3137,1
3138,4
3139,12
3140,6
3141,2
3142,11
3143,1
3144,2
3145,4
3146,10
3147,11
3148,3
3149,9
3150,10
3151,12
3152,11
3153,5
3154,12
3155,6
3156,2
3157,4
3158,9
3159,12
3160,12
3161,8
3162,12
